year,city_name,id_city,city_population,cpi,rev_total,rev_general,intergovt_rev,igr_federal,igr_state,own_source_rev,taxes,tax_property,tax_sales_grossrec,tax_sales_general,tax_sales_selectiv,tax_sales_motofuel,tax_sales_alcohol,tax_sales_tobacco,tax_sales_utility,tax_sales_other,tax_income_indiv,tax_income_corp,tax_motor_vehicle,tax_other,charges_misc_rev,charges,chg_educ,chg_higher_ed,chg_school_lunch,chg_hospitals,chg_highways,chg_air_transit,chg_parking,chg_seaport,chg_nat_resources,chg_parks_rec,chg_hous_commdev,chg_sewers,chg_waste_mgmt,chg_other,misc_general_rev,misc_interest,misc_fines_fees,misc_spec_assess,misc_property_sale,misc_other,rev_utility,rev_utility_water,rev_utility_elec,rev_utility_gas,rev_utility_transit,rev_liquor_store,rev_empl_retire_tr,spending_direct,spending_general,education_services,education,educ_higher,educ_elem_sec,libraries,social_services,public_welfare,welfare_cash,welfare_vendors,welfare_other,hospitals,health,transportation,highways,air_transit,parking,seaport,public_safety,police,fire,correction,inspection,envir_housing,natural_resources,parks_recreation,housing_commdevt,sewerage,waste_mgmt,administration,admin_financial,admin_judicial,public_buildings,admin_other,interest_general,misc,commercial_activ,other_gen_spending,spending_utility,utility_water,utility_elec,utility_gas,utility_transit,spend_liquor_store,sp_empl_retire_tr,spending_total,spend_intergovt,spend_current_ops,spend_capital,capital_construct,capital_other_dir,spend_assistance,spend_debtinterest,spend_insurance,salaries_wages,capital_general,capital_education,capital_higher_ed,capital_elem_ed,capital_hospitals,capital_highways,capital_correction,capital_nat_res,capital_parks_rec,capital_sewers,capital_waste_mgmt,capital_other_gen,capital_utility,debt_outstanding,debt_short_term,debt_long_term,debt_private_purp,debt_issued,debt_retired,cash_holdings,cash_empl_retire,cash_other,cash_other_offsets,cash_other_bonds,cash_other_other,county_name,id_county,county_population,relationship_city_school,enrollment,districts_in_city,consolidated_govt,state
2004,Modesto,52050002.0,200539,1.270551,7505.67,5488.67,2844.2,188.14,2656.07,2644.46,1282.01,663.46,429.66,296.88,132.77,0.0,0.0,0.0,117.8,14.97,0.0,0.0,0.0,188.9,1362.45,1019.02,29.9,0.0,24.9,206.62,6.24,3.54,5.64,0.0,0.0,21.95,12.66,166.64,95.57,470.28,343.42,109.54,0.0,10.73,6.98,216.18,1556.79,254.75,1287.57,0.0,14.47,0.0,460.22,7251.03,5214.71,1975.32,1952.83,0.0,1952.83,22.49,1078.39,495.94,6.84,0.0,489.1,225.33,357.11,324.55,300.06,14.96,9.53,0.0,610.56,361.57,121.13,114.36,13.5,456.39,0.94,107.35,126.64,147.29,74.18,313.62,71.18,126.95,1.68,113.81,153.87,302.01,0.64,301.36,1925.98,367.64,1469.4,0.0,88.94,0.0,110.35,7251.52,0.49,5919.16,895.76,807.76,88.01,6.84,318.93,110.35,2236.01,510.18,103.02,0.0,103.02,22.29,163.28,3.12,0.0,31.99,20.64,8.12,157.72,385.58,6838.53,0.0,6838.53,164.19,857.37,762.69,6776.94,2912.71,3864.23,340.03,619.97,2904.22,Stanislaus,51050049.0,487357.0,3.0,36471.0,6.0,0.0,CA
2005,Modesto,52050002.0,201080,1.228914,7433.66,5533.1,3056.79,174.42,2882.37,2476.31,1108.34,574.86,395.85,258.02,137.84,0.0,0.0,0.0,123.57,14.26,0.0,0.0,0.0,137.62,1367.97,1038.0,29.81,0.0,24.83,204.5,25.42,3.42,5.56,0.0,0.0,46.93,21.79,193.58,30.42,476.58,329.98,159.63,23.96,2.93,6.0,137.46,1618.77,279.92,1323.84,0.0,15.01,0.0,281.79,7010.77,5296.58,2219.66,2197.39,0.0,2197.39,22.26,1027.64,474.39,6.85,0.0,467.54,213.48,339.77,278.87,268.91,5.18,4.79,0.0,694.12,389.93,139.54,120.51,44.14,406.1,0.04,128.17,130.82,128.2,18.87,321.42,70.92,135.82,1.89,112.78,97.37,251.41,0.0,251.41,1575.67,281.95,1222.0,0.0,71.72,0.0,138.51,7013.32,2.55,5875.04,753.05,624.98,128.07,6.85,237.32,138.51,2488.61,696.43,324.98,0.0,324.98,10.52,128.72,3.5,0.0,21.72,16.94,4.52,185.54,56.62,7131.84,38.92,7092.92,154.83,1234.41,728.15,6981.66,2690.04,4291.62,339.52,779.23,3172.87,Stanislaus,51050049.0,492613.0,3.0,36180.0,6.0,0.0,CA
2006,Modesto,52050002.0,202515,1.190511,7420.64,5289.04,2865.62,188.0,2677.62,2423.42,1177.08,640.14,425.52,283.71,141.81,0.0,0.0,0.0,127.59,14.22,0.0,0.0,0.0,111.43,1246.34,897.33,30.6,0.0,23.74,199.08,9.51,3.4,6.91,0.0,0.0,39.17,14.29,177.63,21.89,394.84,349.01,140.76,24.37,3.26,0.25,180.37,1796.99,339.35,1439.28,0.0,18.37,0.0,334.61,6956.78,5174.31,2135.13,2112.57,0.0,2112.57,22.55,1019.53,550.03,73.57,0.0,476.46,209.13,260.37,250.92,232.97,12.62,5.33,0.0,740.45,394.29,143.49,124.83,77.85,377.0,0.05,132.04,116.68,107.26,20.98,331.35,68.89,141.39,17.68,103.38,110.69,209.24,0.0,209.24,1638.16,290.73,1271.4,0.0,76.03,0.0,144.31,6959.6,2.82,5828.54,663.07,510.21,152.86,73.57,247.29,144.31,2582.54,529.94,245.56,0.0,245.56,0.39,89.9,3.4,0.03,36.02,1.2,6.28,147.16,133.13,6959.13,0.0,6959.13,140.91,440.53,251.15,7823.78,3385.86,4437.92,356.23,719.05,3362.64,Stanislaus,51050049.0,500020.0,3.0,36053.0,6.0,0.0,CA
2007,Modesto,52050002.0,202830,1.157542,8324.74,5878.77,2898.91,169.15,2729.75,2979.86,1507.5,932.75,428.12,284.79,143.33,0.0,0.0,0.0,128.87,14.46,0.0,0.0,0.0,146.64,1472.36,839.92,28.97,0.0,23.04,184.43,0.7,3.45,6.44,0.0,0.0,32.18,17.89,157.87,37.91,370.1,632.44,207.06,29.92,3.46,0.56,391.44,1913.25,356.6,1540.62,0.0,16.02,0.0,532.72,7634.76,5373.78,2118.41,2095.79,0.0,2095.79,22.62,1051.53,561.87,69.35,0.0,492.52,231.36,258.3,221.27,200.53,14.64,6.1,0.0,727.51,419.59,155.55,127.6,24.77,601.72,8.38,184.69,233.56,153.72,21.37,369.35,67.4,135.52,17.99,148.44,89.36,194.62,0.0,194.62,2099.67,344.48,1674.12,0.0,81.07,0.0,161.32,7690.33,55.57,6066.58,1112.36,742.83,369.52,69.35,225.16,161.32,2624.7,582.25,174.24,0.0,174.24,25.64,49.72,7.72,0.37,57.08,53.55,7.09,206.85,530.1,6734.61,0.0,6734.61,129.02,731.35,723.07,8814.48,3950.64,4863.84,340.52,292.94,4230.38,Stanislaus,51050049.0,504651.0,3.0,35385.0,6.0,0.0,CA
2008,Modesto,52050002.0,202581,1.114741,8345.73,5773.23,2877.63,183.29,2694.34,2895.6,1487.5,977.12,378.0,234.74,143.26,0.0,0.0,0.0,130.16,13.09,0.0,0.0,0.01,132.37,1408.1,920.86,26.86,0.0,20.66,200.56,0.85,3.26,7.14,0.0,8.24,26.52,29.97,186.75,42.53,388.18,487.25,232.66,32.57,4.09,12.9,205.03,2783.83,414.36,2350.47,0.0,19.01,0.0,-211.34,8389.7,5369.08,2118.61,2095.01,0.0,2095.01,23.61,1035.78,560.72,52.33,0.0,508.39,227.14,247.92,340.42,323.23,8.96,8.23,0.0,717.33,416.67,154.15,121.99,24.53,476.71,28.82,142.91,151.61,128.45,24.92,360.36,69.54,141.24,19.95,129.63,155.33,164.53,0.0,164.53,2866.46,453.51,2316.57,0.0,96.39,0.0,154.15,8419.83,30.12,6937.49,958.18,684.54,273.64,52.33,287.55,154.15,2733.55,488.93,175.15,0.0,175.15,14.43,93.97,1.59,3.24,31.48,35.27,8.63,125.16,469.25,8348.09,0.0,8348.09,116.9,655.48,724.47,8477.03,3296.85,5180.18,443.07,673.59,4063.51,Stanislaus,51050049.0,507834.0,3.0,35155.0,6.0,0.0,CA
2009,Modesto,52050002.0,201562,1.118721,7212.44,5463.97,2977.04,217.15,2759.89,2486.93,1360.88,954.95,312.33,165.11,147.21,0.0,0.0,0.0,135.09,12.13,0.0,0.0,0.01,93.59,1126.05,794.28,24.56,0.0,19.12,175.96,12.69,4.73,6.92,0.0,0.01,27.53,16.84,212.92,38.65,273.47,331.77,170.92,35.78,5.29,0.06,119.72,2175.19,404.92,1752.18,0.0,18.08,0.0,-426.71,7874.17,5437.76,2339.56,2319.52,0.0,2319.52,20.04,1019.78,640.29,6.33,105.12,528.84,203.7,175.79,340.94,322.85,8.68,9.42,0.0,704.44,409.74,141.23,127.69,25.77,475.97,9.51,108.71,161.72,175.69,20.33,277.24,70.0,138.02,13.91,55.32,149.72,130.11,0.0,130.11,2272.9,506.53,1674.86,0.0,91.51,0.0,163.51,7904.96,30.8,6480.1,983.92,837.08,146.84,6.33,240.31,163.51,2371.58,796.54,446.66,0.0,446.66,0.16,141.35,1.44,0.33,17.95,69.3,4.75,114.59,187.38,6612.87,0.0,6612.87,209.56,1238.09,1245.26,7385.2,2754.63,4630.56,541.64,713.15,3375.78,Stanislaus,51050049.0,509032.0,3.0,35033.0,6.0,0.0,CA
2010,Modesto,52050002.0,201096,1.100667,7409.04,4916.12,2661.47,243.25,2418.22,2254.65,1167.36,804.23,281.47,143.62,137.85,0.0,0.0,0.0,128.39,9.46,0.0,0.0,0.01,81.65,1087.29,886.6,21.37,0.0,16.26,196.2,6.4,5.12,6.73,0.0,0.0,24.17,18.22,213.55,56.77,338.06,200.69,82.85,35.17,6.61,3.55,72.51,2082.73,351.09,1715.57,0.0,16.07,0.0,410.19,8461.42,5265.3,1975.27,1957.16,0.0,1957.16,18.11,1042.0,624.92,5.97,105.65,513.3,242.05,175.04,275.14,253.08,10.6,11.46,0.0,651.65,372.53,135.94,120.8,22.38,648.48,9.2,105.52,191.35,303.32,39.09,343.56,70.62,128.99,11.01,132.93,158.0,171.2,15.24,155.96,3038.63,392.82,2542.6,0.0,103.21,0.0,157.5,8518.31,56.88,6337.26,1692.05,1530.44,161.62,5.97,268.64,157.5,2271.11,617.89,183.01,0.0,183.01,37.84,76.81,0.34,0.29,12.23,198.5,0.0,108.87,1074.17,7610.69,0.0,7610.69,195.44,1472.91,375.24,7206.45,2744.95,4461.5,366.22,603.93,3491.35,Stanislaus,51050049.0,511536.0,3.0,34910.0,5.0,0.0,CA
2011,Modesto,52050002.0,203344,1.066987,7611.84,5020.28,2793.44,290.82,2502.62,2226.84,1135.8,779.72,276.59,134.19,142.4,0.0,0.0,0.0,132.42,9.97,0.0,0.0,0.01,79.48,1091.04,886.95,19.89,0.0,14.18,183.02,3.77,5.1,6.62,0.0,0.0,22.5,16.76,211.2,71.69,346.41,204.09,92.92,33.63,7.17,0.15,70.21,2050.27,338.92,1695.26,0.0,16.09,0.0,541.29,7162.43,4788.32,1771.5,1755.49,0.0,1755.49,16.02,1018.46,606.46,6.41,99.96,500.1,251.89,160.11,252.93,233.46,12.44,7.04,0.0,629.81,335.38,127.51,109.34,57.58,497.41,8.79,115.55,172.29,147.71,53.07,286.44,59.95,121.66,10.47,94.36,156.99,174.78,7.33,167.45,2213.91,424.79,1699.34,0.0,89.78,0.0,160.2,7204.81,42.37,6035.42,659.03,452.32,206.72,6.41,301.37,160.2,2100.22,332.62,95.18,0.0,95.18,63.84,43.14,0.11,0.07,20.89,9.77,0.0,99.62,326.42,8611.6,0.0,8611.6,106.78,1789.62,578.16,8559.18,3544.07,5015.12,424.09,883.55,3707.48,Stanislaus,51050049.0,515242.0,3.0,34910.0,5.0,0.0,CA
2012,Modesto,52050002.0,204207,1.045354,6943.9,4828.43,2693.37,261.78,2431.59,2135.06,1085.97,743.63,258.73,125.97,132.76,0.0,0.0,0.0,122.18,10.58,0.0,0.0,0.02,83.58,1049.09,852.14,19.13,0.0,13.55,178.08,6.12,4.42,6.56,0.0,0.0,23.62,15.47,223.34,55.75,319.66,196.95,93.1,30.49,7.79,0.05,65.52,2057.45,344.74,1696.37,0.0,16.33,0.0,58.03,6993.44,4571.04,1777.71,1762.62,0.0,1762.62,15.09,966.39,576.58,6.58,96.83,473.16,224.72,165.09,196.03,185.61,5.13,5.28,0.0,604.93,317.35,127.06,104.03,56.48,484.18,8.22,128.84,146.5,171.83,28.8,242.38,35.34,114.44,1.98,90.62,164.42,135.0,0.0,135.0,2255.43,327.98,1784.56,0.0,142.9,0.0,166.98,7025.74,32.3,5624.42,885.43,756.42,129.01,6.58,310.03,166.98,2072.36,394.41,128.79,0.0,128.79,40.9,36.02,0.7,0.0,39.73,56.35,0.0,91.93,491.01,8590.89,0.0,8590.89,56.97,679.11,707.07,7752.72,3024.13,4728.59,273.68,352.88,4102.03,Stanislaus,51050049.0,518034.0,3.0,32229.0,5.0,0.0,CA
2013,Modesto,52050002.0,205406,1.030263,7189.3,4645.03,2619.32,241.82,2377.5,2024.79,976.33,621.82,286.25,141.96,144.29,0.0,0.0,0.0,133.32,10.97,0.0,0.0,0.02,68.25,1048.46,849.75,18.35,0.0,12.73,172.55,9.68,4.36,5.81,0.0,0.0,21.89,20.9,227.71,72.22,296.29,199.63,60.44,26.57,15.78,23.59,73.24,2113.4,356.09,1741.07,0.0,16.23,0.0,430.86,6967.97,4737.69,1749.61,1733.79,0.0,1733.79,15.82,951.72,598.92,6.75,98.71,493.46,176.85,175.95,176.25,165.43,5.85,4.97,0.0,612.67,334.03,126.27,109.55,42.81,632.52,8.16,152.19,161.84,281.31,29.03,220.28,22.7,104.91,2.14,90.53,215.61,179.04,0.0,179.04,2055.09,337.37,1609.62,0.0,108.1,0.0,175.18,6989.72,27.69,5529.54,886.49,742.53,143.96,6.75,364.06,175.18,1484.71,515.19,126.81,0.0,126.81,13.77,42.43,0.1,0.19,61.22,168.49,0.0,102.15,371.31,8129.9,0.0,8129.9,9.57,231.56,550.48,7649.46,3092.75,4556.71,283.23,188.31,4085.17,Stanislaus,51050049.0,521349.0,3.0,32229.0,5.0,0.0,CA
2014,Modesto,52050002.0,206535,1.013817,7524.18,4745.51,2692.11,187.85,2504.26,2051.15,978.25,633.33,268.7,132.26,136.44,0.0,0.0,0.0,125.63,10.8,0.0,0.0,0.02,76.2,1072.91,847.07,21.86,0.0,12.21,165.22,19.54,4.31,5.3,0.0,0.0,24.03,22.69,231.58,53.28,299.26,228.08,70.58,21.98,25.7,29.84,79.97,2189.23,347.36,1825.87,0.0,16.0,0.0,589.44,7011.93,4662.01,1767.06,1750.78,0.0,1750.78,16.28,956.57,590.3,6.7,85.48,498.12,190.33,175.94,180.36,168.26,7.04,5.06,0.0,618.59,338.46,122.69,116.12,41.31,683.17,8.06,124.16,125.81,394.23,30.92,206.82,22.92,94.82,2.6,86.49,69.34,180.1,0.0,180.1,2166.76,384.69,1682.45,0.0,99.62,0.0,183.16,7056.5,56.15,5682.03,837.02,637.58,199.44,6.7,291.43,183.16,1244.98,562.76,103.81,0.0,103.81,5.02,32.57,0.09,0.0,33.71,278.35,0.36,108.86,274.26,7581.66,0.0,7581.66,3.67,833.41,922.27,7837.1,3480.94,4356.16,109.05,161.94,4085.16,Stanislaus,51050049.0,524625.0,3.0,32229.0,5.0,0.0,CA
2015,Modesto,52050002.0,208250,1.012615,7887.32,5214.92,3053.53,232.43,2821.1,2157.34,1098.13,725.4,283.57,145.86,137.71,0.0,0.0,0.0,125.67,12.04,0.0,0.0,0.02,89.14,1059.29,890.87,22.23,0.0,9.82,183.46,3.3,3.79,5.97,0.0,0.0,25.13,18.38,229.34,68.05,331.23,172.39,42.77,20.27,26.75,22.7,59.9,2393.07,355.0,2019.94,0.0,18.12,0.0,279.33,7501.45,5003.81,1881.9,1865.04,0.0,1865.04,16.87,977.13,597.12,7.12,70.72,519.28,195.25,184.77,287.62,275.01,7.11,5.5,0.0,669.23,364.14,136.44,123.81,44.83,621.93,8.63,91.64,111.75,359.75,50.16,231.39,31.83,111.88,2.4,85.28,123.86,210.76,0.0,210.76,2276.34,386.54,1798.47,0.0,91.32,0.0,221.3,7537.65,53.68,6096.43,794.79,635.59,159.2,7.12,364.33,221.3,1301.49,563.58,49.09,0.0,49.09,3.5,107.38,0.73,0.11,10.37,239.3,0.0,153.1,231.21,7803.93,0.0,7803.93,3.63,826.88,1051.15,8548.14,3954.39,4593.75,119.58,156.32,4317.85,Stanislaus,51050049.0,529544.0,3.0,32544.0,5.0,0.0,CA
2016,Modesto,52050002.0,209938,1.0,7735.29,5465.88,3195.35,201.57,2993.78,2264.66,1114.76,733.34,293.52,154.67,138.85,0.0,0.0,0.0,124.93,13.92,0.0,0.0,0.02,87.88,1150.04,951.25,18.48,0.0,10.25,183.67,2.81,3.85,6.14,0.0,0.0,24.31,14.27,240.76,69.81,387.15,204.51,60.01,16.42,26.61,18.33,83.15,2267.08,348.42,1902.25,0.0,16.41,0.0,2.33,7499.4,5101.31,2018.79,2001.15,0.0,2001.15,17.64,1006.36,610.88,7.18,69.45,534.25,194.88,200.6,248.26,228.38,14.42,5.45,0.0,688.7,379.72,134.94,129.96,44.08,528.89,8.67,92.02,133.49,221.35,73.37,237.7,33.79,109.31,2.5,92.11,129.33,243.29,0.0,243.29,2170.86,531.46,1539.98,0.0,99.42,0.0,227.23,7523.75,46.48,6221.6,670.58,511.86,158.72,7.18,350.69,227.23,1642.56,419.25,75.58,0.0,75.58,0.24,78.57,0.72,0.1,3.96,90.94,0.48,168.67,251.32,7816.01,0.0,7816.01,3.55,520.36,442.55,8806.76,3756.28,5050.48,107.7,410.64,4532.14,Stanislaus,51050049.0,535000.0,3.0,32544.0,5.0,0.0,CA
2002,Oakland,52001009.0,403069,1.334113,8463.02,7975.7,3202.65,714.69,2487.97,4773.05,2236.07,1282.77,549.65,305.32,244.34,0.0,0.0,0.0,209.48,34.85,0.0,0.0,0.32,403.32,2536.99,1762.59,4.05,0.0,0.0,518.73,48.46,351.62,32.87,280.22,0.0,44.39,53.98,183.07,33.42,211.78,774.39,392.86,12.1,96.64,62.32,210.46,386.19,249.64,3.3,0.0,133.25,0.0,101.13,10130.67,8736.78,1987.25,1914.61,0.0,1914.61,72.64,1352.04,440.09,140.83,0.0,299.26,611.84,300.1,1810.47,284.54,709.08,19.56,797.3,1109.53,466.28,335.88,170.31,137.06,1163.58,75.64,244.31,660.17,180.19,3.27,445.15,99.87,188.0,49.1,108.18,503.66,365.1,0.0,365.1,982.68,431.79,1.47,0.0,549.42,0.0,411.21,10226.97,96.3,6770.73,2217.7,2126.03,91.67,140.83,590.2,411.21,3195.82,1810.11,222.83,0.0,222.83,0.0,60.96,0.09,3.05,41.07,42.56,0.0,1439.55,407.58,14493.41,215.14,14278.27,1339.61,1535.37,1071.13,12868.32,6177.74,6690.58,1818.43,1109.16,3762.99,Alameda,51001001.0,1469484.0,1.0,54863.0,1.0,0.0,CA
2003,Oakland,52001009.0,398350,1.304386,8593.24,8311.79,3374.82,786.44,2588.38,4936.96,2378.51,1416.61,536.13,302.56,233.57,0.0,0.0,0.0,197.88,35.68,0.0,0.0,0.47,425.29,2558.46,1878.33,10.58,0.0,6.68,529.05,27.67,369.88,36.24,302.55,0.0,65.35,53.71,178.96,34.05,270.28,680.12,306.88,14.55,109.69,29.8,219.21,405.01,266.79,4.21,0.0,134.01,0.0,-123.56,9752.54,8605.45,1869.09,1792.86,0.0,1792.86,76.23,1458.31,458.54,153.34,0.0,305.2,668.09,331.68,1330.08,251.96,631.87,30.7,415.56,1329.58,618.97,389.11,165.66,155.84,1267.3,68.22,283.05,759.74,152.94,3.36,438.91,102.74,206.22,24.95,105.0,528.65,383.53,3.34,380.19,733.05,198.0,1.52,0.0,533.53,0.0,414.04,9842.48,89.94,7059.73,1514.94,1449.21,65.73,153.34,610.49,414.04,3165.65,1413.97,200.63,0.0,200.63,0.0,100.22,0.11,0.86,76.5,6.34,0.04,1029.29,100.96,16240.6,0.0,16240.6,1294.93,3585.3,1436.13,13282.24,5629.31,7652.93,1700.48,1006.05,4946.4,Alameda,51001001.0,1462106.0,1.0,53545.0,1.0,0.0,CA
2004,Oakland,52001009.0,393538,1.270551,9671.96,8311.01,3368.58,1006.15,2362.43,4942.43,2302.61,1449.65,406.97,196.49,210.48,0.0,0.0,0.0,181.73,28.75,0.0,0.0,0.71,445.27,2639.82,2042.73,8.28,0.0,5.3,571.46,27.68,391.24,40.37,322.68,0.0,56.74,70.17,183.95,0.38,369.79,597.08,175.44,9.66,84.45,13.02,314.51,428.89,285.21,2.88,0.0,140.8,0.0,932.06,9646.44,8345.48,1671.5,1595.44,0.0,1595.44,76.07,1503.45,550.76,234.15,94.57,222.03,584.0,368.69,1156.68,137.68,565.42,28.35,425.23,1143.2,616.58,360.85,152.53,13.25,1445.69,35.93,315.69,904.43,179.8,9.84,447.09,131.62,174.9,14.04,126.53,598.1,379.76,5.02,374.74,875.71,407.45,2.94,0.0,465.31,0.0,425.25,9676.4,29.96,6796.84,1510.54,1430.59,79.95,234.15,679.65,425.25,3252.67,1278.69,132.09,0.0,132.09,18.29,40.4,3.06,1.75,39.92,33.44,9.62,1000.12,231.86,15228.89,0.0,15228.89,497.14,936.59,874.55,13732.72,6386.38,7346.34,878.49,773.64,5694.22,Alameda,51001001.0,1454163.0,1.0,52501.0,1.0,0.0,CA
2005,Oakland,52001009.0,388633,1.228914,9819.87,8659.96,3648.03,970.65,2677.39,5011.92,2391.59,1513.73,364.52,155.16,209.35,0.0,0.0,0.0,178.73,30.62,0.0,0.0,0.74,512.6,2620.34,2076.57,8.16,0.0,5.43,488.73,26.89,403.13,44.12,357.93,13.76,40.02,58.87,203.72,1.12,430.12,543.77,187.0,89.63,81.93,25.3,159.91,459.62,307.5,6.96,0.0,145.16,0.0,700.3,10115.99,8582.63,1681.65,1600.83,0.0,1600.83,80.82,1375.63,464.54,234.53,86.54,143.47,525.83,385.27,1259.36,178.26,601.89,32.98,446.23,1279.17,641.72,362.05,189.45,85.96,1456.58,36.86,318.74,891.72,208.24,1.01,529.81,135.92,177.11,16.63,200.15,554.78,445.65,0.0,445.65,1089.2,670.62,16.45,0.0,402.14,0.0,444.15,10116.45,0.46,6887.68,1909.69,1827.55,82.15,234.53,639.94,444.15,3211.2,1477.0,172.8,0.0,172.8,0.0,79.82,40.87,1.89,44.85,58.32,0.1,1078.34,432.69,14089.43,28.27,14061.16,469.68,1452.91,1831.34,14137.22,6642.55,7494.67,809.39,830.0,5855.28,Alameda,51001001.0,1445721.0,1.0,49214.0,1.0,0.0,CA
2006,Oakland,52001009.0,384931,1.190511,10944.43,9868.18,4520.87,1724.37,2796.5,5347.31,2636.09,1653.32,436.6,159.63,276.97,0.0,0.0,0.0,193.23,83.74,0.0,0.0,0.86,545.31,2711.22,2071.57,8.73,0.0,5.11,501.35,27.25,414.03,43.46,380.85,13.31,27.32,57.92,207.67,0.56,389.14,639.65,243.6,82.01,75.37,38.48,200.19,473.78,311.98,10.58,0.0,151.22,0.0,602.47,10962.21,9487.89,1750.49,1663.22,0.0,1663.22,87.27,1431.4,460.15,222.47,85.76,151.92,540.62,430.63,1197.65,118.68,698.35,33.76,346.86,1254.94,590.04,359.5,223.4,82.0,2248.26,37.36,273.21,1698.34,237.94,1.41,506.89,146.66,173.19,5.26,181.79,532.78,565.48,0.0,565.48,1017.84,590.41,2.01,0.0,425.41,0.0,456.48,10962.59,0.38,7589.4,2062.35,1781.54,280.8,222.47,631.52,456.48,3198.15,1728.28,280.03,0.0,280.03,0.0,26.67,65.08,4.8,37.03,80.84,0.97,1232.86,334.07,14491.84,0.0,14491.84,442.72,1136.08,603.4,14703.97,6683.65,8020.31,869.34,1692.02,5458.96,Alameda,51001001.0,1441545.0,1.0,49214.0,1.0,0.0,CA
2007,Oakland,52001009.0,383107,1.157542,11121.62,9573.98,3687.4,845.85,2841.55,5886.59,3001.52,1913.36,518.97,279.36,239.61,0.0,0.0,0.0,203.61,36.0,0.0,0.0,2.46,566.74,2885.06,2140.54,10.29,0.0,3.63,532.44,24.63,421.47,43.95,385.1,25.35,27.87,76.63,211.44,14.01,367.36,744.52,352.98,86.71,72.41,9.3,223.12,490.18,321.99,3.95,0.0,164.24,0.0,1057.46,11504.4,9831.63,1658.28,1564.21,0.0,1564.21,94.07,1542.19,462.0,224.69,87.21,150.11,628.1,452.09,1476.15,240.02,654.54,32.95,548.64,1377.5,654.25,360.38,198.72,164.16,1504.03,35.31,252.73,922.81,276.66,16.52,963.67,100.61,162.47,5.46,695.14,579.45,730.36,0.0,730.36,1210.13,710.17,1.67,0.0,498.29,0.0,462.64,11547.33,42.93,7685.09,2453.95,2179.14,274.81,224.69,678.02,462.64,3477.57,1952.65,139.29,0.0,139.29,58.58,90.01,30.86,2.02,51.76,115.81,2.67,1461.66,501.31,15195.8,0.51,15195.29,422.82,2504.47,1081.88,16649.88,7225.71,9424.17,824.55,2986.9,5612.71,Alameda,51001001.0,1444484.0,1.0,41828.0,1.0,0.0,CA
2008,Oakland,52001009.0,383500,1.114741,10353.65,9413.02,3351.41,938.45,2412.97,6061.6,3042.7,2043.71,522.75,282.13,240.62,0.0,0.0,0.0,204.71,35.91,0.0,0.0,2.78,473.47,3018.9,2249.28,10.67,0.0,3.01,563.23,25.74,462.42,44.19,374.08,22.61,28.0,78.64,231.83,12.07,395.81,769.62,420.34,70.81,72.65,24.92,180.91,491.14,322.12,2.75,0.0,166.26,0.0,449.5,11513.1,10171.08,1708.66,1620.76,0.0,1620.76,87.9,1493.07,455.03,219.1,88.13,147.81,570.05,467.99,1078.51,125.21,601.91,37.44,313.96,1414.36,662.83,358.45,168.13,224.95,1468.43,51.49,243.6,919.93,239.28,14.14,1662.64,109.04,154.73,5.8,1393.07,634.81,710.59,0.0,710.59,863.19,328.42,3.01,0.0,531.76,0.0,478.83,11543.46,30.36,8436.09,1634.02,1373.77,260.24,219.1,745.07,478.83,3553.93,1524.27,179.28,0.0,179.28,0.43,87.23,4.39,22.76,39.8,68.72,0.16,1121.49,109.74,14752.29,0.05,14752.24,371.29,3758.91,4476.2,16447.46,6790.61,9656.85,803.22,3161.66,5691.98,Alameda,51001001.0,1455715.0,1.0,39804.0,1.0,0.0,CA
2009,Oakland,52001009.0,386589,1.118721,7788.71,9035.36,3175.58,840.89,2334.69,5859.78,3005.89,2062.84,480.18,244.94,235.25,0.0,0.0,0.0,204.67,30.58,0.0,0.0,3.18,459.69,2853.9,2241.03,9.76,0.0,2.23,585.2,27.13,377.48,44.02,408.34,22.37,45.12,104.25,224.96,11.04,381.37,612.87,287.37,89.74,73.82,28.11,133.81,476.3,308.49,3.81,0.0,164.0,0.0,-1722.95,11132.83,9374.96,1713.61,1630.31,0.0,1630.31,83.29,1616.36,479.42,219.07,99.46,160.89,635.98,500.96,828.29,138.27,449.56,40.94,199.52,1390.24,668.26,366.1,173.79,182.08,1464.36,35.81,235.03,901.59,277.88,14.05,1090.27,145.17,151.01,5.3,788.79,516.35,755.47,0.0,755.47,1269.96,685.68,1.82,0.0,582.45,0.0,487.91,11170.14,37.31,7913.22,1902.85,1627.97,274.88,219.07,609.78,487.91,3437.29,1423.21,234.69,0.0,234.69,27.89,102.5,4.75,5.28,37.66,123.99,0.17,886.27,479.64,13787.97,0.33,13787.64,344.14,794.74,1212.05,12748.55,4878.32,7870.23,710.9,2435.59,4723.74,Alameda,51001001.0,1477208.0,1.0,39804.0,1.0,0.0,CA
