year,city_name,id_city,city_population,cpi,rev_total,rev_general,intergovt_rev,igr_federal,igr_state,own_source_rev,taxes,tax_property,tax_sales_grossrec,tax_sales_general,tax_sales_selectiv,tax_sales_motofuel,tax_sales_alcohol,tax_sales_tobacco,tax_sales_utility,tax_sales_other,tax_income_indiv,tax_income_corp,tax_motor_vehicle,tax_other,charges_misc_rev,charges,chg_educ,chg_higher_ed,chg_school_lunch,chg_hospitals,chg_highways,chg_air_transit,chg_parking,chg_seaport,chg_nat_resources,chg_parks_rec,chg_hous_commdev,chg_sewers,chg_waste_mgmt,chg_other,misc_general_rev,misc_interest,misc_fines_fees,misc_spec_assess,misc_property_sale,misc_other,rev_utility,rev_utility_water,rev_utility_elec,rev_utility_gas,rev_utility_transit,rev_liquor_store,rev_empl_retire_tr,spending_direct,spending_general,education_services,education,educ_higher,educ_elem_sec,libraries,social_services,public_welfare,welfare_cash,welfare_vendors,welfare_other,hospitals,health,transportation,highways,air_transit,parking,seaport,public_safety,police,fire,correction,inspection,envir_housing,natural_resources,parks_recreation,housing_commdevt,sewerage,waste_mgmt,administration,admin_financial,admin_judicial,public_buildings,admin_other,interest_general,misc,commercial_activ,other_gen_spending,spending_utility,utility_water,utility_elec,utility_gas,utility_transit,spend_liquor_store,sp_empl_retire_tr,spending_total,spend_intergovt,spend_current_ops,spend_capital,capital_construct,capital_other_dir,spend_assistance,spend_debtinterest,spend_insurance,salaries_wages,capital_general,capital_education,capital_higher_ed,capital_elem_ed,capital_hospitals,capital_highways,capital_correction,capital_nat_res,capital_parks_rec,capital_sewers,capital_waste_mgmt,capital_other_gen,capital_utility,debt_outstanding,debt_short_term,debt_long_term,debt_private_purp,debt_issued,debt_retired,cash_holdings,cash_empl_retire,cash_other,cash_other_offsets,cash_other_bonds,cash_other_other,county_name,id_county,county_population,relationship_city_school,enrollment,districts_in_city,consolidated_govt,state
2010,Oakland,52001009.0,389613,1.100667,10082.88,8625.67,3119.0,971.3,2147.71,5506.67,2741.11,1858.22,445.58,220.98,224.6,0.0,0.0,0.0,196.14,28.47,0.0,0.0,3.58,433.73,2765.56,2256.59,8.95,0.0,1.95,628.18,26.97,368.06,49.85,407.15,22.77,38.91,73.77,242.64,11.49,377.85,508.97,169.1,96.21,70.69,15.44,157.53,458.53,291.88,5.33,0.0,161.33,0.0,998.67,10436.35,8878.3,1588.52,1510.83,0.0,1510.83,77.69,1663.08,476.51,203.67,99.63,173.22,687.19,499.38,778.47,145.27,417.3,40.13,175.76,1317.62,652.36,339.73,159.37,166.15,1384.35,39.32,214.4,861.42,256.61,12.6,877.3,94.95,144.15,4.87,633.33,531.56,737.41,2.04,735.38,1073.84,485.86,1.47,0.0,586.51,0.0,484.22,10466.08,29.73,7466.13,1673.33,1398.89,274.44,203.67,609.01,484.22,3006.66,1331.18,180.92,0.0,180.92,45.89,114.15,1.86,3.32,30.09,98.9,0.18,855.87,342.15,14107.77,16.24,14091.53,301.76,1778.12,1112.72,13742.37,5234.47,8507.9,691.47,2752.46,5063.97,Alameda,51001001.0,1498539.0,1.0,39804.0,1.0,0.0,CA
2011,Oakland,52001009.0,391571,1.066987,10060.81,8788.44,3220.26,1034.59,2185.67,5568.19,2717.34,1814.19,469.72,239.63,230.1,0.0,0.0,0.0,196.04,34.06,0.0,0.0,3.89,429.54,2850.85,2378.25,9.26,0.0,1.84,675.04,26.12,368.33,45.33,414.67,22.19,41.6,86.5,237.24,14.69,437.27,472.6,137.23,96.53,71.08,22.44,145.31,435.66,279.76,6.63,0.0,149.26,0.0,836.71,10329.17,8765.83,1511.85,1434.71,0.0,1434.71,77.14,1639.44,452.27,189.42,99.23,163.62,687.54,499.62,772.43,156.5,411.62,37.86,166.45,1203.75,592.55,329.24,151.45,130.51,1424.03,40.49,219.34,906.56,243.53,14.11,979.94,105.38,137.35,4.9,732.31,460.27,774.12,0.98,773.14,1072.57,466.67,1.33,0.0,604.57,0.0,490.76,10352.64,23.47,7389.37,1710.86,1359.2,351.67,189.42,548.75,490.76,3097.74,1425.97,210.15,0.0,210.15,43.39,126.95,1.06,2.42,35.67,85.64,0.19,920.51,284.89,14123.75,16.97,14106.78,273.8,1256.54,805.56,13280.45,5544.52,7735.93,672.54,1988.86,5074.53,Alameda,51001001.0,1513402.0,1.0,39804.0,1.0,0.0,CA
2012,Oakland,52001009.0,396480,1.045354,10484.52,9909.51,4317.0,2005.21,2311.8,5592.51,2662.44,1765.73,465.44,240.86,224.58,0.0,0.0,0.0,187.09,37.49,0.0,0.0,9.8,421.48,2930.07,2378.0,8.33,0.0,1.57,643.1,25.62,369.94,45.66,404.21,13.69,42.33,80.81,266.71,14.82,462.77,552.07,127.24,89.6,70.41,99.94,164.87,471.17,312.36,3.66,0.0,155.15,0.0,103.84,11333.62,9786.07,1537.76,1458.36,0.0,1458.36,79.39,1685.12,457.06,182.75,111.76,162.55,725.84,502.22,949.98,365.66,392.57,24.94,166.81,1163.93,585.45,362.0,145.62,70.87,2576.1,42.42,242.21,1999.17,278.21,14.11,846.38,81.71,139.04,4.9,620.73,471.63,555.17,0.0,555.17,1075.88,463.47,1.43,0.0,610.99,0.0,471.67,11344.08,10.46,8315.81,1796.14,1463.76,332.38,182.75,567.25,471.67,2776.72,1458.42,268.77,0.0,268.77,41.51,134.15,2.28,4.33,34.6,77.19,0.19,895.39,337.72,13512.87,15.67,13497.2,307.8,1752.28,1998.88,12811.48,5224.5,7586.98,1179.42,1456.84,4950.72,Alameda,51001001.0,1532215.0,1.0,40017.0,1.0,0.0,CA
2013,Oakland,52001009.0,401906,1.030263,11456.96,10144.58,4426.73,2019.38,2407.35,5717.64,2729.06,1764.94,491.42,269.61,221.81,0.0,0.0,0.0,180.12,41.68,0.0,0.0,8.8,463.89,2988.58,2477.22,10.37,0.0,1.23,704.73,26.85,386.75,49.52,390.1,14.35,45.85,133.51,275.0,14.07,426.11,511.57,42.66,77.63,69.26,117.87,204.16,489.68,326.44,2.82,0.0,160.42,0.0,822.7,11922.55,10357.12,1499.44,1420.71,0.0,1420.71,78.73,1692.35,451.37,179.61,116.01,155.75,741.16,499.81,1022.75,332.72,459.09,23.92,207.02,1281.28,613.76,353.48,139.7,174.34,2531.98,39.78,221.09,2010.01,248.12,12.98,1242.04,90.45,134.93,5.04,1011.61,498.43,588.85,0.0,588.85,1097.09,465.38,1.23,0.0,630.47,0.0,468.34,11933.12,11.3,8860.35,1826.99,1523.94,303.08,179.61,586.52,468.34,2814.4,1426.48,247.45,0.0,247.45,38.09,109.09,0.51,9.83,19.04,79.32,0.22,922.93,400.54,13881.5,14.65,13866.85,238.42,2270.9,2479.48,13101.75,6090.26,7011.49,864.76,1789.63,4357.09,Alameda,51001001.0,1556648.0,1.0,40017.0,1.0,0.0,CA
2014,Oakland,52001009.0,407567,1.013817,11788.6,10063.65,4394.35,2044.38,2350.13,5668.58,2765.57,1774.48,479.11,257.05,222.06,0.0,0.0,0.0,175.4,46.66,0.0,0.0,8.94,503.04,2903.15,2500.54,6.66,0.0,0.82,667.95,28.9,391.08,52.55,380.48,15.07,44.11,149.31,277.25,13.32,473.87,403.18,46.75,85.9,74.6,37.49,158.44,512.26,348.28,1.06,0.0,162.92,0.0,1212.68,11530.7,9961.66,1411.99,1328.41,0.0,1328.41,83.58,1715.38,420.14,176.73,93.65,149.76,777.47,517.78,1159.24,467.76,476.44,32.11,182.93,1373.91,644.6,359.13,148.26,221.93,2363.41,33.98,224.68,1806.06,286.81,11.89,710.19,92.1,118.08,4.62,495.39,526.61,700.92,0.0,700.92,1119.31,465.81,1.33,0.0,652.17,0.0,449.73,11556.17,26.22,8476.47,1809.21,1453.68,355.65,176.73,617.81,449.73,1123.95,1393.28,182.12,0.0,182.12,29.87,117.26,1.72,5.21,19.22,95.54,0.25,942.1,415.97,13588.1,13.66,13574.44,154.25,2917.26,2611.67,13998.11,6632.17,7365.94,775.25,1917.79,4672.91,Alameda,51001001.0,1582936.0,1.0,40017.0,1.0,0.0,CA
2015,Oakland,52001009.0,413933,1.012615,11377.55,10488.23,4393.53,2088.79,2304.84,6093.62,2951.52,1841.98,574.1,342.65,231.45,0.0,0.0,0.0,177.51,53.94,0.0,0.0,10.17,525.27,3142.24,2671.36,4.9,0.0,1.26,698.6,36.22,396.64,55.19,388.91,16.88,45.92,160.28,292.54,12.78,562.51,471.82,60.73,94.2,67.16,32.47,217.26,515.68,342.98,1.7,0.0,170.99,0.0,373.64,11738.79,10213.62,1427.34,1343.68,0.0,1343.68,83.67,1721.75,420.93,176.07,98.56,146.29,784.47,516.35,1063.92,326.61,469.7,29.39,238.22,1352.83,673.28,406.78,153.37,119.39,2499.02,31.04,238.21,1953.27,265.5,11.0,830.95,83.37,114.28,4.86,628.44,582.6,735.21,0.0,735.21,1054.73,453.19,1.58,0.0,599.97,0.0,470.43,11760.55,22.45,8719.69,1702.28,1390.6,311.91,176.07,669.63,470.43,1043.25,1330.2,153.75,0.0,153.75,22.85,52.14,0.77,2.34,24.09,88.32,0.29,985.67,372.16,13220.46,13.44,13207.02,120.86,1260.03,1605.66,13125.51,6373.97,6751.53,620.94,932.2,5198.4,Alameda,51001001.0,1611572.0,1.0,40017.0,1.0,0.0,CA
2016,Oakland,52001009.0,418929,1.0,11378.53,10718.84,4283.64,1992.83,2290.85,6433.78,3265.89,1943.16,669.14,432.07,237.08,0.0,0.0,0.0,175.21,61.86,0.0,0.0,10.01,643.58,3168.03,2624.19,4.75,0.0,1.13,769.07,38.17,413.12,59.31,355.8,16.74,50.88,116.64,297.59,12.14,489.97,545.12,48.5,78.6,65.67,113.05,239.3,561.48,382.17,2.68,0.0,176.63,0.0,98.22,11793.84,10184.49,1576.29,1491.86,0.0,1491.86,84.43,1686.6,388.24,179.35,61.1,147.79,781.21,517.15,930.24,274.33,422.1,26.57,207.23,1439.47,728.31,406.12,157.38,147.65,2637.0,30.4,234.16,2085.63,277.08,9.73,608.75,37.56,137.4,4.95,428.84,503.67,802.47,0.0,802.47,1133.0,464.47,1.44,0.0,667.09,0.0,476.35,11814.87,21.51,8819.09,1734.81,1488.46,246.68,179.35,583.75,476.35,1135.0,1336.51,157.64,0.0,157.64,0.0,21.35,1.05,2.41,25.3,103.67,0.0,1025.09,398.41,12545.12,0.0,12545.12,99.01,683.48,849.25,13108.16,6061.02,7047.15,598.35,1285.72,5163.08,Alameda,51001001.0,1637141.0,1.0,40017.0,1.0,0.0,CA
2002,Riverside,52033012.0,261180,1.334113,7069.5,5475.01,3144.58,215.11,2929.46,2330.43,1178.89,763.21,348.27,214.0,134.27,0.0,0.0,0.0,119.23,15.04,0.0,0.0,0.0,67.4,1151.54,556.01,24.23,0.0,23.5,112.93,6.18,11.25,0.0,0.0,0.0,22.71,26.34,115.77,94.99,141.61,595.53,305.2,3.01,109.34,4.6,173.38,1594.49,339.86,1238.92,0.0,15.72,0.0,0.0,6855.28,5268.46,2192.69,2161.12,0.0,2161.12,31.57,898.43,414.04,96.61,0.0,317.43,226.71,257.69,243.14,224.31,18.82,0.01,0.0,733.41,468.1,130.64,112.8,21.86,510.47,84.2,136.62,146.36,67.74,75.54,316.53,71.53,117.04,36.67,91.29,234.18,139.62,0.0,139.62,1586.82,288.23,1219.64,0.0,78.94,0.0,0.0,6936.26,80.98,5781.23,605.28,488.1,117.18,96.61,372.16,0.0,2354.59,575.86,244.84,0.0,244.84,0.0,109.38,0.72,2.8,23.21,6.92,0.0,187.98,29.42,6585.55,0.0,6585.55,1171.85,1092.03,649.09,5543.13,0.0,5543.13,1513.51,848.13,3181.49,Riverside,51033033.0,1616634.0,3.0,49584.0,3.0,0.0,CA
2003,Riverside,52033012.0,266869,1.304386,7129.7,5659.77,2995.79,224.03,2771.75,2663.98,1310.38,808.85,393.18,258.73,134.46,0.0,0.0,0.0,119.44,15.02,0.0,0.0,0.0,108.35,1353.61,877.97,24.62,0.0,23.97,208.7,7.18,12.22,11.71,0.0,0.0,20.01,28.32,147.16,93.01,325.03,475.64,270.8,22.41,42.69,7.19,132.55,1469.93,333.91,1119.48,0.0,16.55,0.0,0.0,6614.42,5288.71,2088.12,2050.02,0.0,2050.02,38.1,993.56,457.97,199.49,0.0,258.48,253.26,282.34,239.35,198.96,29.09,11.3,0.0,785.58,460.46,191.72,110.74,22.65,517.0,55.43,142.18,177.39,71.47,70.53,295.04,60.82,133.1,36.24,64.89,229.75,140.3,7.76,132.55,1325.71,282.74,962.72,0.0,80.24,0.0,0.0,6614.45,0.03,5587.91,475.99,423.7,52.29,199.49,351.02,0.0,2489.49,445.66,174.99,0.0,174.99,1.02,73.69,0.36,3.02,4.91,4.84,0.1,182.74,30.33,6415.99,0.0,6415.99,1065.92,1102.84,988.03,5415.46,0.0,5415.46,1307.8,929.47,3178.19,Riverside,51033033.0,1687147.0,3.0,51122.0,3.0,0.0,CA
2004,Riverside,52033012.0,274723,1.270551,6945.65,5419.11,2787.17,266.16,2521.01,2631.93,1311.47,804.84,422.58,284.99,137.59,0.0,0.0,0.0,122.04,15.56,0.0,0.0,0.0,84.05,1320.46,830.64,28.28,0.0,25.08,209.91,3.28,12.53,12.76,0.0,0.0,24.78,42.32,128.38,109.97,258.42,489.82,195.91,28.36,43.65,4.24,217.66,1526.54,325.68,1185.41,0.0,15.45,0.0,0.0,6835.42,5474.94,2008.81,1974.51,0.0,1974.51,34.31,1022.98,443.1,207.8,14.17,221.13,306.75,273.14,240.74,200.55,14.6,25.58,0.0,791.18,451.32,217.2,108.95,13.71,487.23,47.52,109.27,157.47,83.14,89.83,296.86,63.92,122.67,29.95,80.32,177.67,449.46,8.98,440.48,1360.48,342.8,942.17,0.0,75.51,0.0,0.0,6861.58,26.16,5832.19,501.25,435.84,65.4,207.8,294.19,0.0,3123.11,452.37,193.82,0.0,193.82,1.22,70.97,0.93,8.86,8.95,5.51,3.2,158.91,48.87,7061.01,0.0,7061.01,953.15,2225.88,1030.13,5812.35,0.0,5812.35,1165.31,760.6,3886.43,Riverside,51033033.0,1771656.0,3.0,52742.0,3.0,0.0,CA
2005,Riverside,52033012.0,282520,1.228914,7043.04,5583.43,2938.66,217.31,2721.34,2644.77,1225.22,744.94,370.64,235.57,135.07,0.0,0.0,0.0,119.24,15.83,0.0,0.0,0.0,109.64,1419.55,844.05,32.79,0.0,25.16,169.56,25.12,11.25,12.88,0.0,0.0,23.37,25.79,126.29,113.55,303.47,575.5,203.53,34.02,42.04,36.31,259.6,1459.61,307.87,1139.16,0.0,12.58,0.0,0.0,6727.81,5442.39,1992.62,1956.99,0.0,1956.99,35.63,978.12,422.45,192.24,14.9,215.32,322.68,232.99,254.55,230.11,14.4,10.04,0.0,913.56,535.33,229.91,109.19,39.13,529.02,50.47,143.53,147.19,90.43,97.41,325.9,91.45,126.72,27.53,80.2,147.46,301.16,0.0,301.16,1285.42,297.69,926.06,0.0,61.67,0.0,0.0,6749.73,21.91,5658.1,622.24,517.49,104.75,192.24,255.24,0.0,3107.34,571.75,168.82,0.0,168.82,8.3,107.62,4.3,1.02,22.56,4.84,6.31,247.98,50.49,6741.13,6.59,6734.54,824.66,657.67,623.67,5028.76,0.0,5028.76,967.8,804.38,3256.58,Riverside,51033033.0,1856542.0,3.0,54620.0,3.0,0.0,CA
2006,Riverside,52033012.0,288668,1.190511,7528.96,6045.83,3137.48,194.15,2943.33,2908.35,1499.75,969.27,384.17,247.93,136.25,0.0,0.0,0.0,120.49,15.76,0.0,0.0,0.0,146.31,1408.6,762.44,30.94,0.0,26.45,183.09,5.98,7.45,12.89,0.0,0.0,16.07,23.51,114.8,107.15,260.56,646.15,206.0,32.95,32.04,81.44,293.72,1483.14,317.24,1152.07,0.0,13.83,0.0,0.0,7136.26,5740.9,2127.73,2091.9,0.0,2091.9,35.83,977.16,406.91,174.24,18.23,214.44,241.25,329.01,342.49,322.99,7.47,12.04,0.0,870.58,469.63,252.38,109.29,39.27,582.77,40.81,136.96,218.63,93.29,93.09,464.78,98.86,120.59,40.89,204.44,140.33,235.04,0.0,235.04,1395.36,365.23,971.27,0.0,58.86,0.0,0.0,7156.89,20.63,5625.14,1073.44,835.85,237.59,174.24,263.44,0.0,2235.35,984.91,317.63,0.0,317.63,9.15,168.98,3.93,0.0,21.07,12.91,2.95,448.3,88.53,6912.4,0.0,6912.4,729.08,1180.59,622.34,5207.42,0.0,5207.42,886.87,814.16,3506.39,Riverside,51033033.0,1931785.0,3.0,54323.0,3.0,0.0,CA
2007,Riverside,52033012.0,295602,1.157542,8093.52,6546.42,3201.95,192.01,3009.94,3344.47,1828.82,1253.02,467.2,322.33,144.88,0.0,0.0,0.0,123.15,21.73,0.0,0.0,0.97,107.63,1515.65,863.53,29.82,0.0,24.96,194.67,6.93,7.78,15.44,0.0,29.27,17.28,20.97,130.99,105.57,304.82,652.12,312.21,36.08,29.04,5.48,269.31,1547.1,348.05,1184.85,0.0,14.2,0.0,0.0,8198.89,6737.02,2316.78,2277.65,0.0,2277.65,39.13,996.17,422.68,176.85,21.02,224.81,260.97,312.52,362.04,340.33,8.02,13.69,0.0,959.16,504.28,294.58,114.85,45.45,757.92,85.96,170.55,290.72,100.37,110.31,718.1,164.25,137.53,30.63,385.69,173.1,453.74,0.0,453.74,1461.87,450.11,946.54,0.0,65.21,0.0,0.0,8215.14,16.25,6176.72,1603.36,1336.4,266.96,176.85,241.96,0.0,2323.46,1402.36,431.33,0.0,431.33,4.31,154.21,1.92,46.62,51.53,9.65,18.87,683.92,201.01,7873.81,49.6,7824.21,648.05,1791.08,579.39,5977.45,0.0,5977.45,957.38,988.04,4032.04,Riverside,51033033.0,2012370.0,3.0,54109.0,3.0,0.0,CA
2008,Riverside,52033012.0,300083,1.114741,7983.88,6364.34,2987.46,209.8,2777.66,3376.88,1877.28,1389.02,414.84,278.78,136.07,0.0,0.0,0.0,121.37,14.7,0.0,0.0,0.9,72.52,1499.6,789.6,24.42,0.0,20.4,180.14,8.11,8.88,15.87,0.0,13.6,17.84,24.24,110.82,101.45,284.24,710.0,364.39,41.33,77.09,37.68,189.51,1619.54,364.1,1241.06,0.0,14.38,0.0,0.0,8752.73,7137.07,2168.53,2125.64,0.0,2125.64,42.89,1006.61,424.92,170.02,16.97,237.94,262.73,318.95,504.23,475.8,12.95,15.48,0.0,987.52,526.7,283.31,125.56,51.95,804.44,59.98,210.91,340.27,91.66,101.61,513.81,109.5,142.59,25.72,235.99,244.23,907.7,0.07,907.64,1615.66,497.29,1059.22,0.0,59.14,0.0,0.0,8756.82,4.09,6151.96,2074.12,1753.03,321.08,170.02,356.64,0.0,2308.28,1854.82,306.07,0.0,306.07,10.03,306.52,8.47,25.5,108.65,6.16,15.65,1067.76,219.3,8268.42,90.54,8177.87,568.92,3086.24,1847.58,6447.47,0.0,6447.47,229.99,1868.57,4348.91,Riverside,51033033.0,2075183.0,3.0,54129.0,3.0,0.0,CA
2009,Riverside,52033012.0,300235,1.118721,7829.25,6164.0,3032.76,255.67,2777.08,3131.25,1814.09,1373.57,378.09,248.34,129.75,0.0,0.0,0.0,118.03,11.72,0.0,0.0,0.89,61.54,1317.16,716.61,22.29,0.0,18.25,158.58,8.69,8.46,18.37,0.0,46.63,20.19,24.73,104.58,101.71,202.38,600.55,272.34,62.93,71.79,0.9,192.59,1665.24,374.24,1275.66,0.0,15.34,0.0,0.0,8697.38,7010.89,2145.82,2107.25,0.0,2107.25,38.57,1044.59,423.06,178.45,14.98,229.63,256.45,365.08,512.3,484.9,13.54,13.87,0.0,992.67,522.62,260.38,153.57,56.11,885.87,105.98,153.46,461.29,83.07,82.08,461.51,83.41,145.38,35.66,197.06,236.87,731.26,0.05,731.21,1686.49,608.87,1011.91,0.0,65.71,0.0,0.0,8730.28,32.9,6092.07,2038.76,1825.69,213.07,178.45,388.11,0.0,2361.69,1693.54,285.93,0.0,285.93,12.33,328.01,31.07,71.7,63.56,1.67,6.55,892.73,345.22,8344.5,141.51,8202.99,76.27,803.47,750.79,5958.8,0.0,5958.8,367.69,1507.4,4083.71,Riverside,51033033.0,2109712.0,3.0,53830.0,3.0,0.0,CA
2010,Riverside,52033012.0,301084,1.100667,7075.25,5423.96,2713.44,260.64,2452.8,2710.52,1531.17,1141.84,328.13,204.25,123.88,0.0,0.0,0.0,114.06,9.82,0.0,0.0,0.85,60.35,1179.35,690.86,18.96,0.0,14.14,163.95,11.38,8.61,20.28,0.0,0.36,19.59,38.64,117.76,97.31,194.04,488.49,202.55,71.39,27.9,10.36,176.29,1651.29,385.53,1251.56,0.0,14.2,0.0,0.0,8108.63,6436.34,1996.21,1966.53,0.0,1966.53,29.68,1067.19,428.81,183.3,12.2,233.31,265.84,372.54,362.98,335.9,12.31,14.76,0.0,919.16,498.58,243.33,120.71,56.54,851.89,46.57,142.66,480.39,101.09,81.18,408.23,65.38,133.61,26.03,183.2,248.67,582.01,1.44,580.57,1672.29,352.88,1258.79,0.0,60.62,0.0,0.0,8137.69,29.07,6131.08,1409.51,1173.12,236.39,183.3,384.74,0.0,2415.21,1239.4,249.96,0.0,249.96,28.43,202.08,4.04,13.72,62.61,0.49,0.0,678.07,170.11,9444.07,132.11,9311.96,74.19,2043.79,718.91,6676.93,0.0,6676.93,362.55,1598.9,4715.48,Riverside,51033033.0,2146725.0,3.0,53531.0,3.0,0.0,CA
2011,Riverside,52033012.0,305571,1.066987,6974.3,5349.55,2828.38,278.91,2549.47,2521.17,1441.64,1031.03,351.44,228.14,123.31,0.0,0.0,0.0,113.07,10.23,0.0,0.0,0.79,58.38,1079.53,677.49,18.37,0.0,12.53,136.07,18.99,8.28,20.47,0.0,0.22,20.54,27.94,134.19,94.27,198.16,402.03,180.64,68.62,25.45,10.05,117.28,1624.75,376.1,1233.71,0.0,14.94,0.0,0.0,7647.81,5894.66,1835.54,1807.07,0.0,1807.07,28.47,1042.95,403.86,181.81,11.27,210.78,261.56,377.54,340.79,315.98,13.32,11.49,0.0,874.38,460.99,236.92,115.27,61.19,767.1,48.31,154.0,379.8,106.9,78.09,378.68,63.39,131.44,16.1,167.75,289.93,365.29,0.68,364.61,1753.16,356.2,1335.14,0.0,61.82,0.0,0.0,7669.03,21.21,5851.48,1164.53,995.08,169.44,181.81,450.0,0.0,2318.41,946.74,232.47,0.0,232.47,34.41,156.24,2.11,18.29,70.61,2.36,0.02,430.24,217.78,10559.55,100.44,10459.11,63.56,2474.87,1149.72,6078.62,0.0,6078.62,329.78,1020.96,4727.88,Riverside,51033033.0,2202001.0,3.0,53531.0,3.0,0.0,CA
2012,Riverside,52033012.0,309726,1.045354,6815.68,5108.52,2722.57,346.53,2376.03,2385.95,1371.7,954.11,351.67,229.52,122.15,0.0,0.0,0.0,111.37,10.78,0.0,0.0,1.03,64.89,1014.25,674.82,15.25,0.0,11.65,116.75,19.7,8.49,18.48,0.0,0.06,22.98,11.25,154.34,89.66,217.89,339.43,140.11,59.65,25.39,5.83,108.45,1707.17,398.07,1294.31,0.0,14.79,0.0,0.0,7353.42,5614.96,1672.29,1643.77,0.0,1643.77,28.52,1044.43,386.23,161.21,11.18,213.83,243.22,414.98,313.34,282.36,13.09,17.89,0.0,882.45,459.93,247.9,113.23,61.4,758.46,54.0,106.82,292.24,232.39,73.01,364.16,63.96,120.98,15.21,164.0,203.08,376.74,0.01,376.73,1738.47,437.39,1229.29,0.0,71.78,0.0,0.0,7355.33,1.91,5666.09,1142.86,981.34,161.52,161.21,383.27,0.0,2249.81,798.46,116.28,0.0,116.28,30.95,127.53,2.26,24.64,18.2,124.47,0.0,354.14,344.39,9857.84,80.38,9777.46,51.17,380.78,728.95,5435.53,0.0,5435.53,623.51,342.06,4469.96,Riverside,51033033.0,2235890.0,3.0,52851.0,3.0,0.0,CA
2013,Riverside,52033012.0,312770,1.030263,6755.06,5003.72,2757.13,325.76,2431.37,2246.35,1274.23,844.04,355.65,231.33,124.32,0.0,0.0,0.0,111.28,13.04,0.0,0.0,1.7,72.84,972.16,698.72,14.08,0.0,10.56,109.05,18.89,8.13,18.0,0.0,0.22,24.65,2.42,168.59,97.65,237.07,273.63,118.29,59.1,24.29,3.54,68.41,1751.34,430.54,1306.22,0.0,14.59,0.0,0.0,7218.63,5488.86,1690.18,1659.9,0.0,1659.9,30.28,1139.17,373.99,160.41,9.94,203.64,249.67,515.51,295.79,248.02,15.27,32.49,0.0,853.38,452.71,244.73,120.67,35.27,705.46,43.89,135.41,174.9,263.7,87.55,321.93,35.07,115.53,9.43,161.9,198.96,283.99,0.01,283.98,1729.76,493.09,1147.52,0.0,89.15,0.0,0.0,7219.67,1.71,5646.3,1038.64,940.63,98.09,160.41,372.61,0.0,2259.58,693.24,111.93,0.0,111.93,20.98,115.67,4.15,9.42,31.75,161.51,9.56,228.28,345.48,8452.25,65.31,8386.94,49.05,368.19,990.49,4427.18,0.0,4427.18,214.93,237.66,3974.59,Riverside,51033033.0,2264804.0,3.0,52851.0,3.0,0.0,CA
2014,Riverside,52033012.0,316079,1.013817,7169.91,5464.71,3035.54,397.29,2639.18,2427.85,1367.1,934.55,363.5,240.69,122.81,0.0,0.0,0.0,108.43,14.38,0.0,0.0,1.84,67.2,1061.08,736.28,11.69,0.0,8.17,118.9,13.94,7.27,19.1,0.0,0.25,35.31,1.79,177.78,99.52,250.72,325.79,137.74,42.59,23.21,6.58,115.67,1705.2,433.53,1256.92,0.0,14.75,0.0,0.0,7729.24,5954.36,1632.18,1603.18,0.0,1603.18,29.0,1288.33,386.56,165.08,10.21,211.27,253.73,648.04,316.89,289.89,10.31,16.69,0.0,868.69,470.3,237.48,130.84,30.06,868.54,36.76,119.76,196.81,436.68,78.54,317.8,44.89,99.87,12.77,160.27,213.14,448.78,0.01,448.77,1774.88,473.83,1236.96,0.0,64.1,0.0,0.0,7749.87,18.82,5949.04,1237.47,1115.02,128.46,165.08,379.46,0.0,1018.54,885.59,62.86,0.0,62.86,11.79,146.62,6.52,6.96,11.08,341.54,0.0,298.22,351.92,8992.02,53.23,8938.79,46.87,1496.13,449.43,4744.26,0.0,4744.26,407.04,416.15,3921.07,Riverside,51033033.0,2291406.0,3.0,52851.0,3.0,0.0,CA
2015,Riverside,52033012.0,318352,1.012615,8105.33,6399.33,3513.34,546.4,2968.89,2883.39,1396.74,949.86,387.32,260.26,127.06,0.0,0.0,0.0,109.25,17.82,0.0,0.0,1.98,57.58,1487.3,1196.36,10.85,0.0,7.72,257.55,25.46,7.66,19.97,0.0,0.33,58.04,1.0,186.23,102.4,526.88,292.89,109.08,40.49,23.96,1.01,118.35,1706.01,406.27,1284.59,0.0,15.15,0.0,0.0,7674.34,6174.17,1789.0,1759.54,0.0,1759.54,29.47,1656.28,412.68,171.45,11.67,229.57,245.36,998.24,308.19,281.61,11.22,15.36,0.0,888.71,481.11,244.7,135.64,27.26,510.38,60.35,130.3,161.46,76.34,81.91,308.15,39.01,100.73,11.74,156.67,202.02,511.44,0.01,511.42,1500.16,328.53,1101.63,0.0,70.01,0.0,0.0,7697.64,20.96,6589.27,561.05,410.01,159.94,171.45,354.91,0.0,1125.82,535.89,63.67,0.0,63.67,10.29,137.75,4.79,9.51,13.93,8.06,7.85,280.04,25.24,8676.53,44.7,8631.84,41.61,968.24,985.28,4994.31,0.0,4994.31,381.2,306.32,4306.78,Riverside,51033033.0,2321738.0,3.0,52669.0,3.0,0.0,CA
